marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
suzuki,Swift,9 690 €,1 198 cm³,90 CP,Hibrid,Hatchback,74 000 km,Rosu,2017,Manuala,"Autoturism adus in tara in 2022 din Germania. Prezintă un istoric service impecabil(atat din Germania cat si interior tara). Motor de 1.2 benzina mild hybrid(scutit de impozit și un consum real de 5.3l/100km). Nivel de echipare maxim pe model: keyless start and entry, pilot automat, senzorizat(proximitate, presiune roti, lumina, ploaie). Nu necesita absolut nici o cheltuiala in următorul an(pana la următorul schimb consumabile). Masina fabricata in Japonia este extrem de fiabila, sigura, economica și confortabila. Are 74.000km. Include un set de jante cu roti de iarna prevazute cu senzori de presiune(cam 300 lei un senzor nou)."
suzuki,Grand Vitara,4 190 €,1 600 cm³,96 CP,Benzina,SUV,171 000 km,Albastru,2002,Manuala,"Firma specializata în vânzări auto 4x4,cu peste 10 ani vechime în domeniul, punem la dispoziția clienților o gama variata de Suv uri sau autoturisme de teren.
Oferim transport la domiciliu clientului,scoatem numere roșii, facem factura, fiscal și acte traduse, avem un sistem de rate rapid și eficient.
Pentru rate este nevoie de angajare minim 4luni cu carte de munca în România, fără istoric negativ în biroul de credite, iar rata de îndatorare sa nu fie mai mare de jumătate din salariul net.
Estimez ca rata pe 5ani fără avans este de 890 lei.
Suzuki grand vitara
An 2002
Motorizare 1.6 Benzina, 96CP
Autoturismul are următoarele dotări:
4x4 la mic și la mare cu reductor manual;
Geamuri electrice;
Oglinzi electrice;
Radio CD Player;
Închidere centralizata;
Doua chei;
Jante de aliaj echipate cu cauciucuri MT in stare foarte buna;
Cârlig de tractare cu priza;
Masina merge si arata bine, este import Olanda. Nu are rugină!
Mai multe poze pe autocristi.ro
Va mulțumesc"
suzuki,Jimny,5 500 €,1 298 cm³,80 CP,Benzina,Off-road,230 000 km,Galben / Auriu,2000,Manuala,"Masina este la vanzare pentru ca nu mai am timp de ea.
Snorkel din fabrica
Aer conditionat, functioneaza foarte bine
Webasto
Navigație + backup camera
Suspensie+5cm
Flanse distantiere 2.5cm
Troliu grisly winch cu telecomanda
Anvelope simex marime din carte, detin si anvelope de strada
Carlig remorcare
Led bar
Au fost schimbate recent multe piese pe parte mecanica. Nu deranjați aiurea, nu ma interesează schimburi si nici negocieri la telefon!"
suzuki,SX4,8 000 €,1 600 cm³,120 CP,Benzina,SUV,83 000 km,Rosu,2012,Automata,"Auto Achizitionat din Reprezentanta România
83.000km
Cutie automată
Motor 1.6 Benzina 120Cp
Euro 5
Distribuție pe lanț
Gpl omologat montant în 2019
Climatronic
Încălzire în scaune
4 Geamuri electrice
Oglinzi electrice
Proiectoare ceata
Comenzi pe volan
Radio cd original
Jante 16 aliaj originale
Anvelope noi De Iarnă Kumho
Interior curat!
Consum mic 6% pe benzină
Cu un plin de gpl 140lei  autonomie 500Km!
Foarte economică!
Recomand test la reprezentanta!
Preț fix!"
suzuki,Vitara,12 500 €,1 600 cm³,120 CP,Benzina,SUV,77 000 km,N/A,2017,Manuala,"Suzuki Vitara
1.6 Benzina 120 cp
Tractiune4x2
77000 km reali 100% verificabil
Primul proprietar,cumprata de noua de la reprezentanta Suzuki
Dotări Premium:
• Cameră pentru mers înapoi (R)
• Navigație mare
Confort și Funcționalitate:
. Lumini de zii ful led
. Distronic (franeaza in caz de coliziune)
• Climatronic
• Încălzire în scaune
• Comenzi pe volan
• Volan sport din piele
• Pilot automat
• Start/Stop
• Oglinzi electrice, încălzite și heliomate
Jante originale de suzuki cu cauciucuri de vara
Un set de roti cu cauciucuri de iarna !
Accept ori ce test in servici autorizat!"
suzuki,Grand Vitara,5 650 €,1 900 cm³,131 CP,Diesel,SUV,229 000 km,Argintiu,2012,Manuala,"FIRMA AUTORIZATĂ
SE OFERA FACTURA FISCALA POSIBILITATE NUMERE ROSII
ASIGUR TRANSPORT
Suzuki Grand Vitara
An Fabricatie 11.2011
Motor 1.9 DIESEL / 131 CP
Euro 5
CUTIE MANUALA 5 + 1 TREPTE
4X4 CU REDUCTOR MIC/MARE
Clima FUNCTIONALĂ
4 x Geamuri Electrice
Oglinzi electrice Incalzite
Incalzire in scaune
Volan Reglabil
Inchidere centralizata
2 CHEI
Keyless go
Keyless entry
JANTE ALIAJ 17 ANVELOPE FOARTE BUNE
229000 km reali
Carte service
Ofer serie sasiu
Mașina merge și arată foarte bine
Vopsea originala
FARA RUGINA PE DEDESUPT
FOARTE BINE CONSERVATĂ
Se accepta orice test
Recent adusa pe roti 2700 km
Pret 5650 euro negociabil
ACCEPT UNELE VARIANTE
NU DERANJATI INUTIL
Tel. 07********89"
suzuki,Swift,6 900 €,N/A,136 CP,Benzina,Hatchback,220 000 km,Alb,2012,Manuala,"Suzuki Swift Sport 2012
Motor: 1.6 benzina de 136 cp
Cutie : 6 trepte manual
Faruri Xenon Automate cu spalatoare
Climatronic
Pilot Automat
BT CAR MEDIA
Evacuare custom inox {+ evacuarea stock}
Jante R17 vara cauciucuri noi
Discuri si placute schimbate recent
Schimburi facute
Acte valabile
Accept orice test.
Suzy este masina personala de 5 ani cu care fac naveta , este fiabila nu am avut probleme cu ea ,am intretinut o , am investit si m am bucurat de ea ,dar a venit momentul sa trec la o masina mai noua asa ca ,cu greu ma despart de ea .
+300 e Jante r16 cu cauciucuri de iaran noi trimit poze in pv"
suzuki,Grand Vitara,4 350 €,1 900 cm³,130 CP,Diesel,SUV,162 000 km,Gri,2007,Manuala,"Vând Suzuki Grand Vitara 1.9 Diesel 130 cp an fabricație 2007! 262.000 Km Reali verificati!Unic proprietar Ro!
- 4x4 Permanent, reductor mare+mic
-diferential blocabil
- Faruri Xenon
-Trapă
-Tapiterie full piele
-Jante aliaj originale
-Pilot automat
-Comenzi pe volan
-Aer conditionat
-4 geamuri electrice
-Încalzire în scaune
-Scarițe praguri
-Asist line
-Eleron haion
-Geamuri negre
-Bulbar fata
-2 chei
Mașina este în stare perfectă de funcționare,Mai multe detali la 07******75."
suzuki,Swift,4 200 €,1 242 cm³,94 CP,Benzina,Hatchback,270 000 km,Negru,2014,Manuala,"Suzuki Swift 4x4 – Mică, practică și cu inima mare
An fabricație: 2014 | 1.3 benzină | 270.000 km | Tracțiune integrală (4x4)
Nu e o mașină de vitrină, dar e o mașină cu suflet. A văzut locuri, a dus oameni, a rezolvat treburi. Nu e perfectă la exterior — timpul și drumurile și-au lăsat amprenta — dar din punct de vedere tehnic, e curajoasă și pregătită să continue drumurile vieții.
Motorul pornește fără ezitare. Cutia merge lin. Sistemul 4x4 funcționează impecabil.
Ce caută acum? O familie care să o iubească așa cum e. Cu puțină grijă și atenție, încă poate fi o colegă de drum fantastică.
Dotări care contează:
•	Tracțiune integrală 4x4 — rară și extrem de utilă
•	Navigație Pioneer cu Bluetooth și hands-free
•	Scaune față încălzite — iarna nu te prinde nepregătit
•	Aer condiționat funcțional
•	Geamuri electrice față-spate
•	Oglinzi electrice, cu încălzire
•	Volan îmbrăcat în piele
•	Sistem ISOFIX pentru scaun copil
•	ABS, ESP, airbag-uri multiple (frontal, lateral, genunchi)
•	Anvelope de iarnă și de vară incluse
Ideală pentru cineva care caută o mașină fiabilă, practică și modestă, dar cu potențial real și costuri de întreținere reduse.
Acte în regulă. Fiscal imediat.
Nu sunt interesat de schimburi.
Pentru mai multe detalii sau vizionare, mă puteți suna."
suzuki,Swift,7 200 €,1 242 cm³,95 CP,Benzina,Hatchback,121 000 km,Gri,2016,Manuala,"Suzuki Swift 2016, unic proprietar, 121.000 km
Model: Suzuki Swift 1.2 Cool
An fabricație: 2016
Kilometraj: 121.000 km
Motor: benzină, 1.242 cmc, 4 cilindri, 16 supape, motor K12B
Putere: aproximativ 95 CP, cuplu maxim 118 Nm
Transmisie manuală, 5 trepte
Tracțiune față (4x2)
Consum combinat: 5.0 l/100 km, emisii CO2: 116 g/km
Normă poluare: Euro 6
Viteză maximă: 165 km/h
Accelerație 0-100 km/h: 12.3 secunde
Suspensii față MacPherson, spate punte semirigidă cu arcuri elicoidale
Sisteme siguranță: ABS, ESP, multiple airbag-uri (frontale, laterale, cortină, genunchi), ISOFIX
Dotări confort: aer condiționat manual, geamuri electrice față și spate, volan reglabil pe înălțime îmbrăcat în piele, cruise control, sistem audio cu 6 difuzoare, comenzi audio pe volan, lumini de zi LED, senzori de parcare spateInterior material textil cu cusături argintii, scaune încălzite față, banchetă rabatabilă 60/40
Jante: set roți iarnă cu jante de oțel + set roți vară cu jante de aluminiu vopsite negru
Capacitate rezervor: 42 litri
Volum portbagaj: 211 litri cu bancheta ridicată, 528 litri rabatată
Mașina este bine întreținută, singurul proprietar.
Ideală pentru oraș, economică și foarte practică.
Pentru mai multe detalii și vizionare, vă rog să mă contactați."
suzuki,Vitara,2 000 €,1 998 cm³,136 CP,Benzina,SUV,N/A,Verde,1996,Manuala,"Suzuki Vitara 2.0 V6
Combustibil benzina la mașină sunt schimbate noi: arcuri spate, telescoape față - spate , cuplaje roți față, chit de înălțare 5 cm dedicat pt acest model"
suzuki,Grand Vitara,5 360 €,2 000 cm³,110 CP,Diesel,SUV,141 000 km,Albastru,2005,Manuala,"SUZUKY GRAND VITARA 5 USI
4X4 / AN 2005 /  141.000 KM
SUZUKI -  GRAND VITARA,  4X4,  110 CP, 4WD
- cu alegere modalitate de rulare 2x4 sau 4x4 LA MARE sau 4x4 LA MIC
- UNIC PROPIETAR IN RO
- CARTE SERVICE CU REVIZII  LA  ZI
-  ITP NOU FACUT valabil pana in NOIEMBRIE 2026
- MOTOR PEUGEOT RHW
DOTARI:
- 4 gemuri electrice
- 2 Airbag-uri
- AC functional
- bare pavilion
- folii geamuri spate
- cotiera
- roata de rezerva cu janta de aliaj
- doua chei
- bancheta spate rabatabila
- oglinzi electrice si incalzite
- incalzire scaune
- sistem BLUETOOTH
- volan 3 spite
- suporturi multiple de pahare
- inchidere centralizata pe cheie
- cric
- carlig priza 13 pini
- player cu bluetooh
- jenti DE ALIAJ pe 16 inci"
suzuki,Samurai,4 100 €,1 289 cm³,66 CP,Benzina,Cabrio,84 000 km,N/A,1983,Manuala,"Mașina provine din Germania, este în stare originală, a fost foarte bine păstrată și nu a fost folosită în offroad.
Nu s-au scos numere roșii.
Nu prezintă scurgeri, motorul este curat și îngrijit, iar caroseria prezintă foarte puțină rugină superficială care poate fi gestionată cu ușurință (aspect foarte rar la acest model).
Este o mașină cu personalitate protejată de patina timpului, însă cu amprenta celor 42 de ani, având vopseaua originală (nici un element revopsit).
Geamurile de jur în prejur și interiorul sunt, de asemenea, originale și în stare foarte bună.
Cuplajele funcționează cu precizie, motorul pornește la sfert, instrumentarul de bord fiind original și funcțional.
Cauciucurile, becurile și multe alte accesorii sunt Made in Japan, datând probabil din anul fabricației mașinii.
Este un model greu de găsit în această stare cu un potențial uriaș de restaurare și atestare ca vehicul istoric.
Mașina este neutilizată din anul 2004 aspect ce implică o revizie capitală pe care viitorul proprietar trebuie să o realizeze pentru a se putea bucura în totalitate de ea.
Mașina se vinde pentru că nu am timp să mă ocup de ea. Este depozitată într-un garaj subteran, ferită de intemperii și umiditate."
suzuki,Swift,1 750 €,1 328 cm³,92 CP,Benzina,Hatchback,160 000 km,Alb,2009,Manuala,"Închidere centralizată,jante aliaj,geamuri electrice fata,benzina 1.3 92 cai,faruri cu lupa și stopuri led,"
suzuki,LJ,10 000 €,797 cm³,40 CP,Benzina,Off-road,107 500 km,Verde,1981,Manuala,Vând Suzuki LJ80 an fabricație 1981 in perfecta stare de funcționare. Dețin multe piese de schimb pentru mașina  noi . Mașina este înscrisă și are ITP valabil.
suzuki,SX4 S-Cross,10 700 €,1 596 cm³,120 CP,Benzina,SUV,172 663 km,Alb,2014,Automata,"Vând suzuki sx4 S cross fabricație 11.2014
Model full: tapițerie din piele, sistem keyless, 2 telecomenzi, clima duala, oglinzi electrice și încălzite, scaune încălzite, navigație cu cameră marșarier.
1.6 benzină cutie automată cu padele la volan, sistem 4x4 auto și blocabil, toate actele la zi, tip 2ani."
suzuki,XL7,4 600 €,2 000 cm³,109 CP,Diesel,SUV,194 000 km,Gri,2005,Manuala,"Vand Grand Vitara XL 7
- motor 2.0 diesel 16 turbo diesel 109 cai putere
- 194.000km
- reductor 4x4 mic-mare
- 5 locuri
- clima
- scaune incalzite
- 4 geamuri electrice
- radio CD - comenzi volan
- oglinzi electrice
- carlig remorcare
- 5 jante aliaj
Import Austria. Nu au fost scoase numere rosii"
suzuki,Vitara,12 499 €,1 600 cm³,120 CP,Benzina,SUV,107 112 km,Albastru,2018,Manuala,"Vand Suzuki Vitara 1.6 Benzina Aspirat
4x4 -2018 ( distributie pe lant )
- proprietar
- inmatriculat RO
- ITP pana 14.03.2027
- masina foarte ingrijita.
- fiscal pe loc
- carte tehnica
- se vinde doar cu perfectarea actelor pe loc.
- km 107.112 reali,  in crestere (ofer car vertical)
- fara accidente, etc.
- jante aliaj cu cauciucuri noi, cu senzori de presiune.
-AC functional.
-start-stop
- navigatie mare originala
- camera mers inapoi
- incalzire in scaune
- pilot automat
- sistem control croaziera
- distronic ( avertizare de coliziune frontala+ franare automata ,mentinere distanta )
NU FAC SCHIMBURI
Ofer orice...poze, video etc
Mai multe detalii la...zero-sapte-patru-cinci-sase-doi-doi-doi -noua-trei.
Daca nu raspund, lasati mesaj"
suzuki,Swace,15 400 €,1 798 cm³,122 CP,Hibrid,Break,109 200 km,Maro / Bej,2022,Automata,"Suzuki Swace (Toyota Corolla Touring Sports) Hybrid ideal Uber/Bolt
An fabricatie 2022-07
Kilometraj: 109.200 - Se poate scoate raport Car Vertical in baza seriei TSMZ93BEX0E313312
Autoturism importat recent, toate documentele necesare procesului de înregistrare RAR si inmatricularii disponibile, se ofera suport gratuit !
® Culoare maro perlat cu tenta visiniu
® Motorizare 1.8 aspirat Toyota - cutie automata tip CVT
® Faruri full led - faza scurta si lunga cu iluminare tip xenon
® Asistent faza lunga automat - comuta automat de pe faza scurta pe faza lunga
® Sistem KEYLESS GO - pornire fara cheie
® Selectare mod condus EV/ECO/NORMAL/SPORT
® Ceasuri bord digitale cu multiple functii personalizabile
® Sistem climatizare pe 2 zone
® Sistem LINE ASSIST cu vibrare in volan pentru mentinerea benzii
® Sistem SIGN RECOGNITION pentru detectarea limitelor de viteza si a semnelor de circulație
® Sistem DISTRONIC ADAPTIV pentru franare in caz de accident si adaptarea vitezei si distantei dupa masina din fata
® Oglinzi reglabile - rabatabile electric cu incalzire
® 4 Geamuri electrice cu functie AUTO
® Volan reglabil cu incalzire
® Parbriz cu incalzire
® Scaune cu incalzire reglabile - lombar electric
® Cotiera fata-spate cu spatiu depozitare si incarcare tip USB
® Sistem multimedia cu functie buletooth, navigatie si camera marsarier - MirrorCast
® Geamuri spate Privacy Glass cu tenta fumurie"
suzuki,Grand Vitara,4 900 €,1 998 cm³,110 CP,Diesel,SUV,204 000 km,Negru,2004,Manuala,"Suzuki Grand Vitara XL7,  2.0 Diesel, 110 cp, 7 locuri, an fabricație 09/08/2004, reductor la manetă 2×4 H, 4×4 H, 4×4 L, cutie manuală 5 + 1, ABS, servodirecție, climatronic, ABS, trapă electrică, airbaguri frontale, radio CD, jante originale, bord cu inserție mahon, 4 geamuri electrice, oglinzi electrice și încălzite, faruri reglabile automat, proiectoare ceață, volan reglabil, închidere centralizată din cheie cu telecomandă, full Chrome pachet, două rânduri de banchete în spate, reglabile, folie omologată geamuri pe spate. Mașina este  înălțată cu chit de înălțare de 5 cm, cauciucuri noi de off road, două rânduri de jenți cu cauciucuri. Motorul, cutia și reductorul 4×4 la mic"" la mare"", în stare foarte bună. 07******77"
suzuki,SX4,12 900 €,1 373 cm³,140 CP,Benzina,Berlina,127 000 km,Alta culoare,2018,Automata,"Suzuki S Cross Sx4 an fabricație 2018
Masina pentru pretențioși  Ireproșabilă
Echipare Premium Luxus pentru această  masina este varianta Full Full
Senzori parcare fata și spate
Camera marșarier
Trapa electrica
Panoramic sunroof
Tabletă, Bluetooth, USB , AUX
Sistem auto Frânare urgenta cu
Asistenta menținere banda
Trei Moduri  de condus
detecție pietoni climatronic  2 zone Scaune piele în stare perfecta
Sistem Start-Stop
Km reali 127000
Carte service   de la 0 km
Motor 1373 cm3
Cai putere 140 cp
Cutie de Viteze Automata 6 trepte cu padele pe volan
Lumini de zi faruri led
Masina are si anvelope de iarna
Nu am enumerat probabil  toate opțiunile mașinii
Se accepta orice fel de Test autorizat
Anvelope de iarna"
suzuki,Vitara,4 650 €,1 600 cm³,N/A,Benzina,Off-road,N/A,Rosu,N/A,Manuala,"Vând Suzuki Vitara, restaurat complet – atât mecanic, cât și estetic.
Mașina funcționează perfect are sistem de gpl omologat,cuplează fără probleme
În mașină s-au investit 3.000 de euro.
Aceasta are absolut totul schimbat:
• Kit ambreiaj
• Distribuție + pompă de apă
• Planetare noi
• Toată articulația
• Cruci cardanice
• Toți suporții de la motor și cutie
• Anvelope noi, profil Simex
• 2 x LED bar
• 2 x proiectoare albe
• Snorkel
• Aripi spate schimbate
• Sistem audio format din 5 boxe + subwoofer:
• 3 x MTX de 50 W RMS
• 2 x Pioneer de 60 W RMS
• Ulei schimbat în:
• Cutia de viteze
• Cutia de transfer
• Grupuri
• Motor
• Mrl manuale noi
• multe altele — am o listă completă cu tot ce s-a schimbat la mașină.
Trimit poze la cerere: cu toate piesele schimbate, cu mașina în timpul vopsirii și cu modificările finale.
Mașina este vopsită integral cu vopsea Raptor. În acest moment, nu are deloc rugină, nici la caroserie, nici la șasiu.
Pentru mai multe detalii, sunați la: 0765 846 17doi."
suzuki,Vitara,6 000 €,1 600 cm³,101 CP,Benzina,Cabrio,240 000 km,Gri,1997,Manuala,"Suzuki Vitara 1.6 16v an 1997
Proprietar de 6 ani, mașina a fost recondiționa la momentul achiziționării, șasiul nu a avut și nu are absolut nici o problema.
Troliu 4.5 t
Proiectoare hella
Led bar
Bare laterale inox
Distanțiere roti
Toate conductele sunt din cupru, inclusiv cele de benzina
Rezervor nou
Cauciucuri bf ghudigh
Distanțiere roti
Înălțătoare arcuri și amortizoare
Vine la pachet cu soft top din două bucăți fara nici o ruptură
Nu mă interesează absolut nici un schimb."
suzuki,Samurai,5 000 €,1 300 cm³,N/A,Benzina,Off-road,N/A,Verde,2000,Manuala,"Vând Suzuki Samurai SJ, an fabricație 2000, motor 1.3 benzină, culoare verde.
Mașina este recondiționată complet, cu multe îmbunătățiri premium pentru off-road și utilizare zilnică.
Lucrări și upgrade-uri recente:
Șasiu refăcut complet, sablat și protejat anticoroziv
Kit complet de înălțare Ironman +10 cm
Set 1: Jante + cauciucuri off-road noi
Set 2: Jante + cauciucuri pentru asfalt, tot noi
Volan off-road pentru control mai bun
Bară LED frontală de 60 cm
Schimb uleiuri, filtre și curele (alternator etc.) făcut luna aceasta
Baterie nouă
ITP nou (noiembrie 2025)
Asigurare valabilă până în februarie 2026
Ideal pentru:
off-road, munte, trasee grele
vânătoare/pescuit
fermă sau acces în zone dificile
utilizare mixtă (teren + oraș) datorită celor două seturi de roți
Mașină ușoară, fiabilă și foarte manevrabilă, întreținută cu atenție și fără compromisuri.
Acte în regulă, gata de drum.
Preț: 5000 Euro negociabil"
suzuki,Baleno,6 400 €,1 242 cm³,90 CP,Benzina,Hatchback,126 000 km,Negru,2017,Manuala,"Marca și model: Suzuki Baleno
Euro 6, motor 1,3 benzina, 03.2017
Aer conditionat, geamuri si oglinzi electrice, calculator bord,comenzi volan, carlig si priza, lumini de zi, 2 chei
Jante aliaj cu anvelope vara, jante tabla cu anvelope iarna(foarte bune 2024)
Consum foarte bun(4,2 %)
Toate actele valabile si la zi(itp 30.06.2027)
Ulei,filtre, discuri de frana Denso, baterie Varta -noi cu factura
Are si cateva zgarieturi, bara spate fost atinsa(impinsa)
Pentru alte detalii raspund la telefon!"
suzuki,Swift,4 100 €,1 586 cm³,125 CP,Benzina,Hatchback,181 784 km,Rosu,2008,Manuala,"Suzuki Swift Sport 1.6 125 CP – An 2008
Mașină adusă din Germania în octombrie 2024, cu 161.750 km la bord. În prezent are 181.784 km și a beneficiat de o întreținere atentă și regulată.
Întreținere efectuată
3 revizii complete:
• 07.11.2024 – 161.750 km (la achiziție): filtre, ulei, bujii, plăcuțe și discuri de frână
• 22.03.2025 – 170.420 km: filtre + ulei
• 13.10.2025 – 180.284 km: filtre + ulei
Piese noi: compresor AC + radiator (600 €, cu garanție 3 ani), bobină de inducție cilindrul 2, baterie
Toate lucrările au fost efectuate cu piese de calitate.
Dotări și informații suplimentare
2 seturi de jante și cauciucuri:
• Jante de tablă ET45 R15 cu anvelope de iarnă Fulda 185/60 R15 84T (DOT 2019) – jantele și cauciucurile cu care a venit mașina din Germania
• Jante de aliaj ET35 R15 cu anvelope de vară Nokian Tyres Wetproof 1 195/55 R15 (DOT 2024) – cumpărate noi de la BestTires
2 chei keyless-go (doar una funcțională, cealaltâ nu mai transmite semnal, probabil din cauza neutilizării îndelungate)
Cutie manuală în 5 trepte
Climă automată complet funcțională
CD Player JVC cu Bluetooth și sunet de calitate
Motor 1.6 aspirat natural, 125 CP
Direcție precisă, comportament sportiv și plăcut la condus
Consum mediu real: 6.9 L/100 km, utilizată în proporție de 95% extraurban
Prezintă urme normale de uzură: mici zgârieturi, o îndoitură pe aripa dreapta-față și o rupere parțială în cusătura scaunului șoferului (defect des întâlnit la acest model)
Se poate vedea și testa în zona Obor, Bucuresti, Sectorul 2.
Preț: ușor negociabil, în limita bunului simț.
Serie caroserie: TSMMZA31S00578308
Kilometrajul este în ușoară creștere, mașina fiind în continuare folosită"
suzuki,Grand Vitara,3 990 €,1 590 cm³,110 CP,Benzina,SUV,260 000 km,N/A,2008,Manuala,"Vand Suzuki grand vitara an Fab 2008 masina rulează perfect fără defecte, adusă recent în țară, schimb ulei efectuat  telescoape noi   bilete anti doliu, cauciucuri Simex cu garanție de 2 ani, +un set roți strada pe 17 ... Perfect funcțională  la 4*4 Mai multe detalii la Tel"
suzuki,Vitara,13 900 €,999 cm³,112 CP,Benzina,SUV,136 000 km,Negru,2019,Automata,"Suzuki Vitara Model Luxus ALLGrip 4 WD cutie automata editie limitata 30th anniversary
Prima inmatriculare 09..2019 - Model 2020
Motorizare 1.0 boosterjet- 112 cp - Euro 6
136.000 km REALI verificabili
Masina nerulata in tara, adusa din Austria
• Tractiune integrala 4x4
• VIN : TSMLYE01S00659280
• 4 WD la buton ( Lock*Auto)
• 3 Moduri de condus ( Sport*Auto*Snow)
• Faruri Bi-Xenon, schimba singura faza
* Panoramic 4 pozitii
* Car play cu acces la telefon
• Front Assist - Franare de urgenta in caz de impact
• Attention Assist - Asistent recunoastere oboseala
• ACC - Adaptive cruise control ( Distronic ) - Mentine distanta fata de masina din fata
• Keyless Go - Pornire fara cheie in contact de la buton de start
• Keyless Entry - Deschidere masina cu cheia in buzunar sau poseta, 2 chei
• Blind spott assist - asistenta unghi mort
• CarPlay / Android auto
• Scaune Piele alcantara
• Scaune incalzite
• Geamuri atermice - Privacy Glass
• Climatizare automata 2 zone
• Volan din piele cu comenzi
• Sistem multimedia 7 inch centru de comanda
• Bluetooth - USB- SD-Card- AUX-In
• Stopuri si lumini de zi LED
• Camera marșarier HD
• Senzori de parcare fata si spate cu afisare pe display
• Computer de bord
• Oglinzi electrice heliomate pliabile electric
• Cotiera fata - spate cu spatiu de depozitare
• Airbaguri frontale+ laterale+ cortine
• ESC - Sistem de control electronic al stabilitati
• Geamuri electrice fata-spate
• Oglinzi electrice rabatabile si incalzite
• Senzori presiune pneuri
• Senzori lumina
• Senzori ploaie
• Proiectoare de ceata
• Autohold
• Isofix
Masina este full, editie limitata 30 anniversary, detalii la telefon"
suzuki,Swift,5 500 €,1 300 cm³,90 CP,Benzina,Hatchback,40 000 km,Negru,2010,Manuala,"Suzuki Swift 1.3 Benzină
40.000 km reali
Ca nouă
Vând Suzuki Swift, an 2010, motor 1.3 benzină, 90 CP, foarte economic și fiabil.
Mașina a fost adusă nouă din reprezentanță din Ungaria în 2010 și are kilometraj real – doar 40.000 km, verificabil oriunde.
Cauciucuri all season cumpărate de 10 luni
Stare tehnică și estetică excelentă
Interior ca nou – nu s-a fumat, nu au fost animale transportate
Motor 4 pistoane, distribuție pe lanț – costuri reduse de întreținere
Consum mic, ideală pentru oraș și drumuri zilnice
Caroserie fără defecte majore, doar zgârieturi fine normale vârstei
ITP + taxe la zi
Mașina merge impecabil, se simte exact ca o mașină cu kilometri foarte puțini."
suzuki,SX4,2 400 €,1 900 cm³,120 CP,Diesel,Hatchback,262 000 km,Gri,2007,Manuala,"Suzuki sx4 1,9 diesel 4x4 stare bună de funcționare recent adus in Ro, neînmatriculat,necirculat in tara, nu sau scos numere roșii.
- Euro 4
- Geamuri electrice
- Oglinzi electrice si incalzite
- Incalzire in scaune
- Keyless
- Carlig remorcare
- 4x4 blocabil la buton
- Computer bord
- Navigație
- Clima
- Jante aluminiu
- Cutie viteze manuala 6 trepte
- ….etc
Nu fac schimb"
suzuki,Grand Vitara,4 699 €,1 890 cm³,129 CP,Diesel,Off-road,240 000 km,Albastru,2007,Manuala,"*Suzuki Grand Vitara inmatriculata in tara in 2023
*Motor 1.9 Diesel 129 cp( euro4)
Cutie de viteze manuala,4x4 cu reductor(mare/mic)
Dotari:
*Clima
*4x Geamuri electrice
*Keyless go / Keyless entry
*Inchidere centralizata
*8x Airbag-uri
*Radio cd original Suzuki
*Proiectoare de ceata
*Carlig de remorcare
*Jante aliaj
Interior curat,fara rupturi..
ITP valabil pana in Oct 2026
Proprietar,Se ofara fiscal
Fara nici un fel de schimb!"
suzuki,Vitara,1 600 €,2 000 cm³,87 CP,Diesel,SUV,N/A,Alb,1998,Manuala,"Urme normale de uzură și rugină
Climă
Trapa"
suzuki,Grand Vitara,6 999 €,1 891 cm³,131 CP,Diesel,SUV,208 974 km,Maro / Bej,2015,Manuala,"Suzuki grand vitara X30
1.9 diesel 130cp
4x4 electric moduri : 4*4 și greu
Transmisie Manuală
Interior piele perforată cu încălzire în scaune
Navigație
Camera marșarier
Trapa
Keyless entry,keyless go
2* chei
Bi-xenon
Geamuri fumurii
Comenzi volan
Pilot automat
Covorașe cauciuc dedicate
Roți pe 18 aliaj
Cârlig remorcare 2T ( omologat)
FULL dotări
VIN
Norma de poluare: Euro 5
Emisii CO2: 164 g/km
Autoturism corect din toate punctele de vedere accept orice verificare.
Km sunt reali
Toba de eșapament este curata
Motorul funcționează frumos
Tel :"
suzuki,Samurai,5 000 €,1 896 cm³,N/A,Diesel,Pickup,69 648 km,Verde,2004,Manuala,"SUZUKI SAMURAI
- 1.9 TDI
- an fabricatie 2004
- 4x4
- blocator spate
- nu are rugina
- acte valabile ( ITP / ASIGURARE )
- import Germania
- carlig remorcare
- proiectoare ceață
- anvelope SIMEX
- 1 set de jante originale cu anvelope noi de strada ( profil iarnă )
PRET FIX
1000 € ECHIPAMENT DESZAPEZIRE SEPARAT"
suzuki,Jimny,3 650 €,1 300 cm³,N/A,Benzina,Coupe,N/A,N/A,2004,Manuala,"Suzuki Jimny - 2004
- An: 2004
- Motor: 1.3
- Vopsea: Raptor
- Cutie: Manuală (reductor la manetă)
- Kit înălțare 5 cm
- Distanțiere roți 5 cm
- Prelată nouă (față/spate)
- Snorkel original Jimny
- Troliu 3.5 tone
- Lampă lumină pe plafon
Recondiționat de rugină în șasiu, gresat pentru a preveni rugina. Mașina nu a fost folosită la vânătoare/off road, ci pentru pescuit.
În mașină au fost investiți peste 2.500 de euro. Mașina este făcută pentru mine, nu pentru vânzare.
Prețul este negociabil. Mai multe detalii la telefon 07******31 sau în privat."
